,FirstName,LastName,College,Position,Age,Height,Weight,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
206,Greg,Hawkins,LSU,CB,23,69,188,66,Normal,Draft,TeamPrestige,WarmWeatherState,NoIncomeTax,60,84,87,92,24,37,38,55,67,63,29,64,61,39,30,40,88,48,60,69,28,75,87,71,37,24,84,39,59,0,48,68,40,31,29,44,66,88,27,40,44,52,27,84,71,29,22,28,69,26,30,15,32,65,39,85,42,40,41,26,1430,TRUE,0,0,0,0,0,0,0,0,0,0,174,195,0,0,27,0
131,Terrelle,Thompson,Alabama,WR,24,70,180,70,Normal,Draft,BigMarket,TeamPrestige,NoIncomeTax,46,90,89,93,42,27,44,39,76,57,77,79,69,62,78,55,87,35,46,70,39,79,87,89,27,42,90,70,30,0,43,39,38,45,48,67,27,97,77,71,45,46,36,85,79,21,37,29,34,43,12,20,12,47,49,78,31,25,24,40,929,TRUE,0,0,0,0,0,0,0,0,0,0,175,97,0,0,18,0
190,Quentin,Livingston,Memphis,LE,22,77,265,69,Normal,Draft,TeamHasFranchiseQB,NoIncomeTax,HeadCoachHistoricRecord,77,70,75,85,44,24,31,66,33,66,42,45,58,35,42,41,65,70,77,77,60,29,88,40,24,44,70,35,44,0,25,44,74,28,44,39,75,82,42,40,43,85,27,81,26,35,25,34,73,32,10,19,20,40,29,83,37,46,32,46,1334,TRUE,0,0,0,0,0,0,0,0,0,0,176,109,0,0,46,0
9,Daniel,Pressley,Lafayette,WR,23,71,190,68,Normal,Draft,WarmWeatherState,CloseToHome,HighestOffer,26,88,88,95,38,30,41,40,64,54,76,80,69,65,72,42,83,44,26,71,38,77,84,80,30,38,88,65,24,0,46,35,46,27,35,71,42,97,78,66,49,58,26,87,77,21,14,10,29,42,28,15,15,40,61,80,46,37,45,31,69,TRUE,0,0,0,0,0,0,0,0,0,0,177,115,0,0,20,0
301,Damian,McCord,Notre Dame,CB,22,70,183,66,Star,Draft,SchemeFit,HighestOffer,NoIncomeTax,54,78,87,91,45,46,25,50,58,59,41,60,63,36,41,46,81,53,54,70,29,66,89,80,46,45,78,38,64,0,25,72,39,42,44,38,71,90,42,31,46,49,43,97,69,17,17,29,65,36,17,13,29,71,44,82,48,36,35,35,2171,TRUE,0,0,0,0,0,0,0,0,0,0,178,199,0,0,4,0
202,Tyler,Cohen,Colorado,RE,23,78,300,66,Normal,Draft,MentoratPosition,ChampionshipContender,NoIncomeTax,81,70,68,80,27,36,26,72,26,63,24,41,50,26,35,45,63,75,81,78,58,26,91,33,36,27,70,36,29,0,37,42,70,37,42,39,78,65,38,25,34,86,33,71,25,29,21,20,78,34,24,12,17,19,41,80,24,37,43,24,1392,TRUE,0,0,0,0,0,0,0,0,0,0,179,201,0,0,53,0
135,Josh,Hulsey,Michigan,C,23,77,318,64,Star,Draft,BigMarket,MentoratPosition,TeamHasFranchiseQB,48,60,66,79,34,47,37,30,39,69,47,45,56,35,31,56,55,84,48,77,27,35,96,35,47,34,60,29,25,0,78,38,29,73,65,50,42,67,32,36,70,79,37,97,38,25,14,19,42,42,11,21,22,28,35,81,31,61,70,65,953,TRUE,0,0,0,0,0,0,0,0,0,0,180,261,0,0,16,0
438,Tavon,McDonald,Texas,FS,22,71,222,64,Star,Draft,NoIncomeTax,ChampionshipContender,CloseToHome,77,83,85,91,33,34,39,58,66,59,34,67,65,28,24,43,87,62,77,71,41,56,94,75,34,33,83,45,67,0,30,65,34,30,46,48,70,89,48,47,35,69,39,85,60,23,13,30,60,37,17,17,14,66,49,83,33,29,31,39,3197,TRUE,0,0,0,0,0,0,0,0,0,0,181,260,0,0,10,0
350,Raekwon,Jones,LSU,DT,22,73,294,63,Normal,Draft,TeamPrestige,TeamHasFranchiseQB,BigMarket,69,73,66,84,32,48,35,57,27,60,34,41,51,33,32,51,58,67,69,73,70,40,98,44,48,32,73,32,42,0,28,32,61,24,33,46,75,66,29,25,30,87,45,75,40,17,13,24,76,47,34,30,34,29,39,81,37,27,44,25,2519,TRUE,0,0,0,0,0,0,0,0,0,0,182,284,0,0,1,0
289,Carl,McCain,Washington,CB,23,73,190,68,Normal,Draft,TeamPrestige,ChampionshipContender,CloseToHome,68,81,87,92,35,45,38,54,63,64,33,59,62,47,44,47,88,59,68,73,47,66,78,71,45,35,81,25,60,0,47,63,41,47,29,49,71,90,37,42,32,62,44,79,71,14,10,18,67,27,11,17,29,71,39,83,42,44,27,48,2017,TRUE,0,0,0,0,0,0,0,0,0,0,183,116,0,0,6,0
182,Landry,Perkins,Arizona,LT,23,78,309,62,Normal,Draft,MentoratPosition,HeadCoachHistoricRecord,CloseToHome,32,73,68,79,36,37,40,32,34,67,29,41,55,25,24,53,45,80,32,78,26,35,82,24,37,36,73,26,45,0,84,43,41,62,72,46,43,68,44,39,61,85,45,97,24,13,26,37,35,47,22,11,17,38,42,81,48,67,64,67,1275,TRUE,0,0,0,0,0,0,0,0,0,0,184,296,0,0,19,0
35,LaDarius,Coleman,Nevada,FS,22,74,210,67,Star,Draft,HeadCoachHistoricRecord,SchemeFit,TeamPrestige,71,86,88,88,37,27,32,52,61,64,35,60,66,29,25,58,82,52,71,74,31,58,83,48,27,37,86,47,58,0,42,61,35,37,42,44,75,84,47,42,25,59,42,82,65,19,20,20,63,37,28,30,35,74,35,84,29,40,24,47,289,TRUE,0,0,0,0,0,0,0,0,0,0,185,144,0,0,54,0
56,Chuck,Curtis,Ole Miss,LT,22,77,310,64,Normal,Draft,HeadCoachHistoricRecord,BigMarket,NoIncomeTax,44,70,75,79,38,42,37,36,37,67,34,47,59,38,29,53,48,80,44,77,44,35,84,46,42,38,70,45,47,0,77,46,29,60,68,46,36,76,34,40,73,87,29,89,47,27,23,12,39,45,32,12,16,27,40,83,46,67,61,70,418,TRUE,0,0,0,0,0,0,0,0,0,0,186,259,0,0,25,0
347,Matthew,Johnson,Wisconsin,HB,21,71,205,64,Normal,Draft,TeamPrestige,WarmWeatherState,NoIncomeTax,40,69,88,90,28,29,42,32,82,59,51,63,74,74,42,53,85,39,40,71,42,79,80,86,29,28,69,54,29,0,31,34,27,44,33,49,35,88,52,55,44,71,71,83,72,21,26,29,45,47,19,32,29,28,67,80,38,30,33,45,2502,TRUE,0,0,0,0,0,0,0,0,0,0,187,258,0,0,19,0
25,Devin,Peek,Iowa,DT,22,77,303,63,Normal,Draft,SchemeFit,ChampionshipContender,NoIncomeTax,65,69,67,79,37,48,33,61,42,58,44,34,57,41,33,46,63,78,65,77,66,43,80,37,48,37,69,29,31,0,32,42,63,30,27,41,76,75,33,32,32,88,48,71,39,13,24,20,78,31,26,36,28,25,24,78,25,31,43,30,201,TRUE,0,0,0,0,0,0,0,0,0,0,188,279,0,0,23,0
415,Jeremy,Hopkins,Kentucky,ROLB,23,76,266,66,Normal,Draft,ChampionshipContender,SchemeFit,TeamHasFranchiseQB,80,75,77,91,41,43,26,71,30,64,41,31,54,41,47,40,67,68,80,76,63,40,93,45,43,41,75,29,34,0,39,47,71,36,48,46,79,78,25,32,40,80,34,91,40,10,13,17,72,29,10,14,26,46,48,86,26,30,32,48,3075,TRUE,0,0,0,0,0,0,0,0,0,0,189,158,0,0,14,0
95,Tyrese,Avril,Kansas State,LE,22,76,288,64,Normal,Draft,TeamPrestige,TeamHasFranchiseQB,CloseToHome,73,69,68,81,33,47,31,73,40,60,39,27,52,24,42,58,58,71,73,76,58,36,90,47,47,33,69,33,31,0,47,35,69,28,28,39,80,67,42,27,40,88,33,79,48,12,21,20,72,29,25,27,22,21,28,84,24,32,34,43,731,TRUE,0,0,0,0,0,0,0,0,0,0,190,257,0,0,46,0
105,Alex,Cunningham,Stanford,C,23,75,311,64,Normal,Draft,NoIncomeTax,TeamHasFranchiseQB,CloseToHome,37,57,66,79,43,24,38,36,41,66,33,29,51,34,43,58,55,81,37,75,47,41,92,24,24,43,57,42,28,0,81,44,47,68,63,44,42,61,24,24,73,88,33,84,29,31,26,25,30,41,34,32,12,47,43,79,33,64,71,67,808,TRUE,0,0,0,0,0,0,0,0,0,0,191,256,0,0,8,0
64,Nick,Lawrence,Florida A&M,MLB,22,74,237,66,Normal,Draft,SchemeFit,NoIncomeTax,HeadCoachHistoricRecord,77,75,80,86,34,33,45,73,27,60,44,57,52,29,29,42,70,69,77,74,58,46,90,33,33,34,75,35,52,0,46,39,59,30,30,41,85,84,36,27,48,72,29,79,43,28,20,27,76,40,16,23,31,56,35,82,36,29,32,41,504,TRUE,0,0,0,0,0,0,0,0,0,0,192,160,0,0,7,0
330,Devon,Fleming,West Virginia,HB,22,71,195,60,Normal,Draft,ChampionshipContender,NoIncomeTax,CloseToHome,34,71,88,87,41,33,31,36,78,56,57,62,72,71,50,45,81,38,34,71,27,82,87,93,33,41,71,56,34,0,44,27,33,37,47,54,33,89,45,49,45,63,75,83,68,20,15,32,42,28,20,11,10,27,50,84,48,32,24,51,2355,TRUE,0,0,0,0,0,0,0,0,0,0,193,329,0,0,12,0
165,Ben,Burley,UCLA,WR,22,68,192,72,Normal,Draft,TeamHasFranchiseQB,WarmWeatherState,NoIncomeTax,30,84,91,96,32,27,42,31,71,62,76,79,68,63,76,55,94,34,30,68,27,81,91,88,27,32,84,67,37,0,24,26,31,39,34,72,43,97,79,68,53,47,44,84,76,19,36,29,47,31,13,18,30,25,53,81,34,29,39,48,1165,TRUE,0,0,0,0,0,0,0,0,0,0,194,65,0,0,21,0
100,Charleston,Ellis,Purdue,LE,22,76,272,69,Normal,Draft,TeamHasFranchiseQB,CloseToHome,TeamPrestige,81,68,74,84,29,46,30,58,25,65,34,36,51,28,26,48,68,73,81,76,65,44,85,31,46,29,68,30,32,0,46,34,75,39,37,44,75,79,40,32,24,84,33,72,34,11,37,30,75,32,36,34,30,46,38,85,30,28,34,48,769,TRUE,0,0,0,0,0,0,0,0,0,0,195,112,0,0,62,0
43,Brad,Phillips,Arizona,LE,21,77,271,66,Normal,Draft,HeadCoachHistoricRecord,SchemeFit,BigMarket,81,74,72,79,24,31,31,67,27,63,45,33,51,25,37,58,64,75,81,77,61,40,84,39,31,24,74,27,30,0,33,41,69,25,25,49,79,77,38,36,30,85,43,88,47,30,21,28,78,48,23,21,28,45,41,81,48,26,33,34,319,TRUE,0,0,0,0,0,0,0,0,0,0,196,161,0,0,69,0
124,Parker,Evans,Virginia,RE,23,78,290,64,Normal,Draft,BigMarket,NoIncomeTax,MentoratPosition,75,62,67,81,40,42,39,73,39,63,47,42,53,36,37,54,57,76,75,78,57,28,81,33,42,40,62,38,40,0,28,24,68,39,41,40,75,70,28,34,30,84,27,82,46,32,13,11,73,41,15,28,23,23,39,78,30,32,37,27,891,TRUE,0,0,0,0,0,0,0,0,0,0,197,255,0,0,32,0
365,Jonathan,Downey,Oklahoma State,C,23,77,300,62,Normal,Draft,TeamPrestige,BigMarket,WarmWeatherState,30,56,63,74,43,31,45,41,43,69,38,36,59,42,27,58,53,72,30,77,40,33,90,35,31,43,56,33,27,0,76,36,31,65,62,42,47,65,35,44,66,79,25,96,43,11,37,22,42,45,29,26,30,46,33,83,35,69,75,77,2660,TRUE,0,0,0,0,0,0,0,0,0,0,198,295,0,0,17,0
49,Alex,Knoll,Houston,LG,22,75,342,65,Normal,Draft,WarmWeatherState,HeadCoachHistoricRecord,NoIncomeTax,28,56,62,72,39,45,48,38,43,62,34,30,54,25,37,41,53,87,28,75,27,46,83,48,45,39,56,41,36,0,83,32,41,70,60,43,31,62,37,48,74,87,27,93,48,37,25,26,24,46,15,12,22,36,35,81,40,64,65,70,368,TRUE,0,0,0,0,0,0,0,0,0,0,199,238,0,0,8,0
87,Chris,Green,Louisville,CB,22,72,210,64,Star,Draft,SchemeFit,NoIncomeTax,BigMarket,55,78,91,90,29,38,38,54,50,62,31,57,67,34,46,41,88,47,55,72,32,65,90,74,38,29,78,45,62,0,28,64,28,38,48,38,65,90,31,28,40,55,29,84,70,11,16,23,62,48,28,25,36,57,26,80,46,41,40,32,654,TRUE,0,0,0,0,0,0,0,0,0,0,200,254,0,0,7,0
113,Dan,Bates,SMU,RT,21,78,309,64,Normal,Draft,TeamHasFranchiseQB,BigMarket,TeamPrestige,34,69,75,82,24,39,41,35,26,67,28,25,52,40,32,54,51,83,34,78,33,41,95,42,39,24,69,29,48,0,82,26,43,65,73,45,45,68,37,29,67,85,44,83,29,16,16,15,43,26,11,24,34,33,32,79,27,67,63,68,854,TRUE,0,0,0,0,0,0,0,0,0,0,201,253,0,0,14,0
151,Brian,Johnson,Georgia,RT,23,79,321,64,Normal,Draft,TeamHasFranchiseQB,ChampionshipContender,MentoratPosition,38,67,61,77,27,41,43,33,26,64,28,40,50,43,28,48,50,79,38,79,31,45,83,29,41,27,67,44,45,0,82,28,40,69,68,39,40,64,40,37,68,86,43,79,44,24,16,18,28,34,11,18,37,44,41,86,30,64,73,69,1079,TRUE,0,0,0,0,0,0,0,0,0,0,202,252,0,0,22,0
53,Daryl,Talbott,Texas Tech,HB,22,68,195,65,Normal,Draft,CloseToHome,BigMarket,WarmWeatherState,46,70,89,91,46,47,30,43,72,62,58,68,80,69,40,56,83,39,46,68,47,79,89,91,47,46,70,54,41,0,30,34,27,39,33,50,35,90,47,57,34,64,69,89,75,11,36,29,41,42,30,36,19,33,57,83,45,45,31,48,398,TRUE,0,0,0,0,0,0,0,0,0,0,203,237,0,0,3,0
137,Jesse,Gonzales,Texas Southern,SS,22,73,225,64,Star,Draft,TeamPrestige,HighestOffer,NoIncomeTax,73,84,88,88,26,39,44,56,63,61,28,68,65,45,39,42,83,58,73,73,38,62,88,63,39,26,84,43,66,0,32,63,46,32,25,43,70,87,39,48,31,68,48,98,59,28,29,36,65,25,25,37,10,62,55,86,42,30,41,48,969,TRUE,0,0,0,0,0,0,0,0,0,0,204,250,0,0,8,0
326,Kori,Stevenson,Oregon,CB,22,74,194,66,Normal,Draft,HighestOffer,NoIncomeTax,MentoratPosition,62,79,84,91,38,42,36,51,66,58,27,66,60,39,25,52,85,58,62,74,24,72,92,79,42,38,79,47,63,0,34,69,35,32,34,38,68,88,27,33,25,57,40,94,66,11,17,33,65,46,28,29,27,71,48,85,39,34,47,29,2342,TRUE,0,0,0,0,0,0,0,0,0,0,205,164,0,0,23,0
433,Curtis,Chambers,South Carolina,RT,23,80,339,63,Normal,Draft,BigMarket,TeamHasFranchiseQB,ChampionshipContender,30,60,55,69,41,36,37,37,25,67,25,38,57,38,42,57,46,72,30,80,33,36,96,44,36,41,60,26,32,0,78,45,40,72,68,49,27,59,34,44,67,89,28,85,43,28,14,13,33,34,32,33,14,42,24,78,45,61,67,64,3187,TRUE,0,0,0,0,0,0,0,0,0,0,206,269,0,0,10,0
271,Connor,Fox,Houston,WR,22,72,199,66,Normal,Draft,ChampionshipContender,MentoratPosition,HeadCoachHistoricRecord,38,84,93,87,38,46,39,35,67,61,75,78,57,72,61,56,83,28,38,72,30,76,79,79,46,38,84,73,33,0,41,47,27,48,27,62,36,85,78,75,44,62,52,97,75,25,20,34,32,35,22,36,25,44,34,81,41,41,40,40,1913,TRUE,0,0,0,0,0,0,0,0,0,0,207,166,0,0,13,0
405,Eddie,Young,Rutgers,LOLB,22,72,241,66,Superstar,Draft,NoIncomeTax,MentoratPosition,WarmWeatherState,77,72,79,86,35,43,26,71,43,63,37,54,53,47,46,43,69,78,77,72,57,31,92,43,43,35,72,47,49,0,28,26,60,48,28,50,77,85,25,24,24,73,26,88,44,31,12,35,79,41,25,26,15,56,39,84,45,25,33,44,2993,TRUE,0,0,0,0,0,0,0,0,0,0,208,167,0,0,2,0
333,J.D.,Rutherford,South Carolina,WR,22,74,212,67,Normal,Draft,TeamHasFranchiseQB,WarmWeatherState,HighestOffer,37,78,90,91,32,41,44,33,76,63,70,77,62,77,62,56,86,30,37,74,40,79,84,90,41,32,78,68,46,0,40,39,41,24,39,61,28,91,76,68,45,56,47,91,76,21,29,34,25,37,25,37,25,35,37,82,36,47,39,47,2373,TRUE,0,0,0,0,0,0,0,0,0,0,209,142,0,0,29,0
116,D'Andre,Hickman,Wake Forest,RT,21,78,339,67,Normal,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,NoIncomeTax,40,61,57,69,26,27,40,33,39,65,48,40,53,38,44,52,43,72,40,78,32,45,97,27,27,26,61,42,47,0,81,31,48,75,68,38,29,60,43,30,75,87,40,78,32,18,22,35,27,39,28,37,28,32,36,83,24,60,74,66,861,TRUE,0,0,0,0,0,0,0,0,0,0,210,141,0,0,15,0
170,Donovan,Medlock,Northern Iowa,QB,21,72,220,67,Normal,Draft,NoIncomeTax,CloseToHome,BigMarket,36,58,80,84,34,32,60,41,53,72,33,39,58,57,35,40,71,41,36,72,43,51,92,27,32,34,58,46,31,0,32,27,40,27,25,48,39,75,33,24,31,52,43,78,49,14,76,74,27,71,91,76,84,35,50,78,75,37,25,48,1210,TRUE,0,0,0,0,0,0,0,0,0,0,211,140,0,0,46,0
201,Dwayne,Wilkinson,Georgia,CB,21,70,210,59,Normal,Draft,CloseToHome,MentoratPosition,NoIncomeTax,48,85,86,88,37,44,43,55,59,51,46,58,70,43,27,44,77,41,48,70,32,62,97,78,44,37,85,40,62,0,24,70,32,41,33,40,65,87,41,39,37,58,39,83,72,24,23,12,54,38,35,36,14,53,30,78,47,24,45,46,1385,TRUE,0,0,0,0,0,0,0,0,0,0,212,378,0,0,2,0
372,Bryce,Rivers,Florida,TE,21,77,251,60,Superstar,Draft,TeamPrestige,MentoratPosition,ChampionshipContender,30,78,71,79,24,42,35,38,61,69,65,59,73,64,59,46,75,74,30,77,35,52,88,48,42,24,78,66,31,0,60,28,32,68,62,53,35,77,69,60,60,70,66,92,48,35,21,30,42,25,36,35,23,35,52,82,27,58,54,56,2721,TRUE,0,0,0,0,0,0,0,0,0,0,213,350,0,0,30,0
430,Jae,Sharpton,Utah,WR,23,74,220,66,Normal,Draft,WarmWeatherState,HighestOffer,BigMarket,32,91,87,84,40,40,28,36,49,54,79,80,66,74,67,49,86,58,32,74,36,82,97,72,40,40,91,68,38,0,24,30,43,47,35,72,32,84,83,70,58,68,65,97,70,37,29,22,33,34,18,13,23,36,65,84,36,28,39,29,3173,TRUE,0,0,0,0,0,0,0,0,0,0,214,171,0,0,14,0
186,Paul,Abraham,USC,LT,23,77,336,65,Normal,Draft,HighestOffer,TeamHasFranchiseQB,HeadCoachHistoricRecord,35,59,58,69,40,44,45,37,31,69,43,47,53,25,45,41,47,80,35,77,42,46,90,37,44,40,59,44,24,0,81,30,45,74,65,47,40,65,43,44,67,87,32,84,36,15,10,36,36,38,11,14,35,29,38,81,46,61,68,70,1300,TRUE,0,0,0,0,0,0,0,0,0,0,215,228,0,0,19,0
5,Cam,Bennett,Oklahoma,HB,22,73,233,68,Star,Draft,MentoratPosition,ChampionshipContender,HighestOffer,36,76,86,89,44,41,28,30,78,69,55,67,80,82,46,59,75,48,36,73,38,80,90,69,41,44,76,49,28,0,31,34,36,25,32,48,30,89,49,53,40,77,83,92,75,21,16,34,24,42,30,20,18,30,80,83,26,33,43,47,57,TRUE,0,0,0,0,0,0,0,0,0,0,216,121,0,0,24,0
0,Ruben,Beasley,Penn State,RT,23,79,321,65,Normal,Draft,SchemeFit,WarmWeatherState,MentoratPosition,48,65,58,68,30,39,46,39,36,67,35,29,54,41,24,51,55,84,48,79,24,35,78,26,39,30,65,47,48,0,77,36,44,72,62,43,26,66,48,37,70,87,47,88,24,26,23,16,38,48,28,30,11,35,31,81,38,63,70,68,1,TRUE,0,0,0,0,0,0,0,0,0,0,217,226,0,0,17,0
280,Ciante,Price,Southern Illinois,MLB,21,72,234,65,Normal,Draft,ChampionshipContender,MentoratPosition,HighestOffer,78,75,79,88,39,28,31,66,45,66,42,56,50,45,27,40,73,70,78,72,54,31,93,45,28,39,75,39,55,0,37,35,53,44,47,44,77,84,39,31,27,64,32,85,30,24,22,17,82,35,38,30,34,67,34,86,45,40,26,30,1975,TRUE,0,0,0,0,0,0,0,0,0,0,218,225,0,0,17,0
178,Eli,Winslow,Oregon State,LE,22,76,269,68,Normal,Draft,TeamHasFranchiseQB,TeamPrestige,CloseToHome,79,75,72,86,34,44,25,56,45,60,27,47,58,46,48,40,67,72,79,76,64,27,82,40,44,34,75,28,29,0,35,27,75,46,29,44,79,78,28,28,45,83,32,77,41,31,37,18,75,40,14,15,29,48,41,86,31,28,44,41,1242,TRUE,0,0,0,0,0,0,0,0,0,0,219,127,0,0,52,0
422,Byron,Bigsby,Charleston Southern,HB,23,71,196,67,Star,Draft,HighestOffer,SchemeFit,BigMarket,26,81,90,93,34,38,46,34,72,65,70,76,73,70,51,51,82,40,26,71,45,84,97,87,38,34,81,58,44,0,34,24,33,30,43,72,34,87,71,69,43,62,74,91,72,37,26,13,35,36,10,21,25,46,62,78,36,40,42,43,3134,TRUE,0,0,0,0,0,0,0,0,0,0,220,138,0,0,3,0
44,Dom,Dixon,Colorado State,RG,23,75,312,65,Normal,Draft,CloseToHome,HighestOffer,TeamHasFranchiseQB,33,68,70,81,25,28,44,32,30,66,44,37,58,30,33,46,47,83,33,75,33,47,95,34,28,25,68,29,45,0,77,34,42,66,73,42,24,69,26,38,66,84,29,94,47,29,26,18,48,38,35,13,37,36,36,84,24,68,62,65,334,TRUE,0,0,0,0,0,0,0,0,0,0,221,222,0,0,12,0
90,D.J.,Adams,San Jose State,WR,23,71,225,65,Normal,Draft,HeadCoachHistoricRecord,SchemeFit,NoIncomeTax,39,85,82,90,33,28,35,43,58,60,78,78,71,76,66,43,73,62,39,71,41,81,94,60,28,33,85,65,34,0,35,47,29,44,48,72,40,86,81,74,50,70,65,93,77,18,18,36,31,25,18,19,18,35,57,85,46,48,29,56,692,TRUE,0,0,0,0,0,0,0,0,0,0,222,221,0,0,26,0
92,James,Burris,Texas A&M,DT,21,76,296,63,Star,Draft,SchemeFit,WarmWeatherState,TeamPrestige,72,73,71,78,32,46,41,60,42,63,35,30,51,24,29,47,61,72,72,76,72,43,87,24,46,32,73,25,29,0,48,40,63,32,44,48,76,70,43,27,35,84,47,85,35,29,32,31,74,35,15,32,24,31,32,78,41,24,44,37,714,TRUE,0,0,0,0,0,0,0,0,0,0,223,274,0,0,19,0
437,Sebastian,Hudik,Tennessee,WR,22,71,213,63,Normal,Draft,TeamPrestige,SchemeFit,NoIncomeTax,39,84,88,88,29,36,48,39,71,57,73,79,60,73,62,46,82,30,39,71,48,76,83,77,36,29,84,70,34,0,32,29,27,35,43,68,48,84,74,68,38,56,43,84,77,33,15,23,45,31,32,28,17,26,31,79,39,41,39,42,3196,TRUE,0,0,0,0,0,0,0,0,0,0,224,270,0,0,11,0
74,Marvin,Rudolph,Alabama,HB,22,73,220,67,Normal,Draft,BigMarket,HeadCoachHistoricRecord,HighestOffer,29,77,88,90,38,38,41,39,79,64,59,68,80,81,50,40,73,25,29,73,40,81,96,68,38,38,77,45,31,0,39,33,47,25,47,40,38,90,50,55,41,77,85,84,71,37,21,25,46,42,23,27,33,25,79,83,40,41,44,54,555,TRUE,0,0,0,0,0,0,0,0,0,0,225,136,0,0,23,0
98,Tyreke,Edmonds,Missouri,DT,22,74,300,65,Normal,Draft,ChampionshipContender,TeamHasFranchiseQB,CloseToHome,64,70,67,82,47,44,33,71,24,62,35,46,51,36,26,40,55,72,64,74,62,34,81,32,44,47,70,41,27,0,29,40,69,25,24,50,77,66,46,39,37,85,27,92,26,18,13,23,72,36,29,23,36,28,25,86,45,47,48,39,736,TRUE,0,0,0,0,0,0,0,0,0,0,226,230,0,0,55,0
172,Shaquelle,Craig,Miami,HB,22,71,186,66,Normal,Draft,CloseToHome,TeamHasFranchiseQB,NoIncomeTax,46,76,92,89,42,37,38,41,73,60,65,73,76,74,39,42,88,29,46,71,25,83,93,83,37,42,76,61,48,0,25,28,32,33,40,64,39,91,73,68,41,68,72,82,72,24,10,13,29,25,31,29,16,35,62,79,39,26,31,46,1220,TRUE,0,0,0,0,0,0,0,0,0,0,227,180,0,0,28,0
76,Lamar,McCoy,Toledo,HB,23,68,198,66,Star,Draft,SchemeFit,TeamPrestige,WarmWeatherState,26,79,88,91,35,34,45,33,74,62,65,73,79,71,47,48,83,47,26,68,25,82,81,90,34,35,79,62,38,0,37,44,44,31,36,67,34,91,68,71,28,70,69,93,76,34,27,10,47,38,35,17,18,29,68,81,46,35,28,53,573,TRUE,0,0,0,0,0,0,0,0,0,0,228,177,0,0,19,0
185,Hugh,Haskins,Oklahoma,CB,22,73,193,59,Normal,Draft,SchemeFit,WarmWeatherState,BigMarket,67,86,79,91,25,45,28,49,61,53,25,61,68,36,33,49,80,52,67,73,31,61,97,80,45,25,86,27,62,0,37,64,27,48,47,43,67,87,46,34,40,54,48,90,71,23,36,34,53,45,10,37,18,52,28,80,38,46,24,44,1293,TRUE,0,0,0,0,0,0,0,0,0,0,229,362,0,0,29,0
112,Isaiah,Oden,Missouri,HB,23,70,214,61,Normal,Draft,WarmWeatherState,TeamHasFranchiseQB,CloseToHome,41,76,86,87,30,36,48,45,75,58,50,63,79,69,43,45,88,41,41,70,24,77,89,87,36,30,76,56,41,0,40,48,26,37,35,53,47,84,46,50,46,60,71,82,75,17,26,32,38,31,37,13,31,39,69,84,28,44,37,52,851,TRUE,0,0,0,0,0,0,0,0,0,0,230,314,0,0,3,0
88,Glenn,Potts,Florida A&M,FS,23,70,207,68,Normal,Draft,WarmWeatherState,TeamPrestige,HeadCoachHistoricRecord,77,82,90,87,47,40,25,49,74,64,35,70,64,25,44,56,81,55,77,70,36,68,90,46,40,47,82,28,60,0,34,63,48,25,43,47,77,90,43,31,37,60,45,98,67,34,21,24,69,35,13,24,31,71,41,82,26,46,40,37,667,TRUE,0,0,0,0,0,0,0,0,0,0,231,126,0,0,47,0
440,Ty,Tolliver,Florida,LOLB,23,77,261,66,Normal,Draft,CloseToHome,WarmWeatherState,TeamPrestige,73,79,78,89,42,42,36,76,24,68,36,29,52,30,35,54,60,70,73,77,61,43,97,41,42,42,79,24,30,0,33,30,73,40,47,48,77,77,32,46,45,79,38,91,28,12,12,24,74,31,24,17,22,41,37,83,29,29,25,29,3200,TRUE,0,0,0,0,0,0,0,0,0,0,232,159,0,0,16,0
