,FirstName,LastName,Position,Age,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
146,Donald,Sweet,ROLB,22,67,Normal,Draft,CloseToHome,HighestOffer,SchemeFit,74,68,77,88,40,32,38,69,34,61,45,62,56,24,41,49,70,73,74,75,52,29,81,39,32,40,68,24,51,0,47,30,53,47,45,49,75,82,46,48,29,76,32,94,43,12,32,10,82,35,15,27,21,51,35,84,46,36,37,27,1614,True,0,0,0,0,0,0,0,0,0,0,183,127,0,0,16,0
73,Denario,Wilkinson,DT,21,61,Normal,Draft,BigMarket,NoIncomeTax,TeamHasFranchiseQB,67,65,66,81,40,37,37,57,43,59,27,30,54,37,28,58,57,64,67,75,71,37,96,32,37,40,65,40,45,0,48,46,60,42,47,48,76,71,43,35,42,87,24,82,31,11,18,13,69,30,28,30,18,38,38,81,34,45,35,36,783,True,0,0,0,0,0,0,0,0,0,0,184,318,0,0,6,0
8,Jay,Gates,RG,22,65,Normal,Draft,HighestOffer,NoIncomeTax,MentoratPosition,29,58,66,77,27,38,39,34,30,69,30,26,58,33,39,57,55,83,29,74,42,40,95,35,38,27,58,38,47,0,70,25,38,63,65,49,29,66,34,26,63,84,40,81,30,20,10,22,40,48,18,30,10,43,30,79,46,69,75,78,89,True,0,0,0,0,0,0,0,0,0,0,185,223,0,0,1,0
322,Hayden,Stephenson,RT,22,62,Normal,Draft,TeamPrestige,CloseToHome,NoIncomeTax,45,69,70,79,44,24,43,44,44,65,32,42,54,46,36,51,54,75,45,76,33,34,93,47,24,44,69,30,41,0,82,36,41,66,69,44,35,71,25,28,72,85,42,95,32,16,22,14,33,29,13,26,18,24,41,83,25,66,65,66,3178,True,0,0,0,0,0,0,0,0,0,0,186,306,0,0,23,0
195,Jason,Cousins,RG,22,69,Normal,Draft,HeadCoachHistoricRecord,CloseToHome,ChampionshipContender,38,69,64,81,32,40,28,43,46,67,44,44,58,45,43,40,55,82,38,74,37,35,87,29,40,32,69,30,33,0,85,29,32,60,73,45,36,64,48,25,71,88,39,93,46,19,24,20,30,35,22,37,28,39,26,83,42,73,62,70,2102,True,0,0,0,0,0,0,0,0,0,0,187,97,0,0,7,0
155,Phil,Bannon,C,21,65,Normal,Draft,BigMarket,SchemeFit,TeamPrestige,47,59,73,79,34,41,38,32,29,73,46,25,54,28,45,57,51,72,47,77,32,33,92,30,41,34,59,25,26,0,78,26,48,63,60,39,33,63,31,27,63,86,29,98,44,23,13,37,34,44,38,25,31,27,37,84,26,68,75,81,1706,True,0,0,0,0,0,0,0,0,0,0,188,225,0,0,10,0
277,Solomon,Rush,LOLB,22,67,Star,Draft,HeadCoachHistoricRecord,HighestOffer,CloseToHome,72,72,80,91,36,28,42,69,36,59,39,62,55,47,25,54,69,72,72,73,52,25,83,25,28,36,72,27,51,0,41,40,51,34,41,41,78,85,43,41,32,75,39,89,36,12,32,15,79,43,34,29,29,56,46,80,41,25,40,36,2957,True,0,0,0,0,0,0,0,0,0,0,189,123,0,0,25,0
6,Seth,Cooper,RG,22,65,Normal,Draft,TeamPrestige,TeamHasFranchiseQB,ChampionshipContender,39,73,67,78,34,39,32,45,48,63,48,28,53,44,43,58,54,83,39,77,39,36,83,25,39,34,73,26,48,0,82,28,36,60,71,38,42,69,24,42,68,87,37,86,41,22,22,33,48,29,26,37,26,32,48,84,30,68,66,64,78,True,0,0,0,0,0,0,0,0,0,0,190,226,0,0,9,0
283,Paul,Heppner,QB,23,64,Normal,Draft,MentoratPosition,ChampionshipContender,WarmWeatherState,32,70,83,86,46,36,74,40,60,66,25,29,63,58,30,41,71,34,32,75,34,75,97,27,36,46,70,30,39,0,42,41,34,26,33,48,34,75,36,40,48,51,56,79,64,22,69,76,25,79,87,82,79,42,56,85,76,47,43,33,3000,True,0,0,0,0,0,0,0,0,0,0,191,245,0,0,72,0
50,Maxwell,Sambucci,C,23,64,Normal,Draft,CloseToHome,MentoratPosition,BigMarket,31,66,69,81,47,29,46,39,46,64,30,25,57,32,47,51,50,86,31,76,33,33,78,31,29,47,66,36,27,0,86,42,31,61,73,40,28,65,36,40,72,83,29,80,42,16,32,37,35,45,18,16,11,42,29,81,26,69,66,63,475,True,0,0,0,0,0,0,0,0,0,0,192,244,0,0,17,0
27,Bret,Painter,LG,23,65,Normal,Draft,BigMarket,NoIncomeTax,CloseToHome,41,66,68,81,27,31,40,35,35,64,24,39,53,38,26,53,49,88,41,74,37,26,92,42,31,27,66,38,45,0,77,30,44,60,68,40,42,65,35,27,65,90,42,87,43,17,11,17,43,29,14,20,10,39,28,78,27,70,62,67,284,True,0,0,0,0,0,0,0,0,0,0,193,229,0,0,8,0
260,Jon,Wilder,DT,23,66,Normal,Draft,NoIncomeTax,SchemeFit,TeamPrestige,64,61,49,83,24,32,25,73,48,63,35,31,59,40,47,49,57,75,64,78,62,34,82,40,32,24,61,42,38,0,33,31,70,40,31,49,74,64,36,29,27,86,29,80,24,25,26,23,75,33,34,32,15,17,37,85,37,27,40,43,2827,True,0,0,0,0,0,0,0,0,0,0,194,155,0,0,68,0
391,Josh,Green,TE,22,68,Star,Draft,TeamPrestige,HeadCoachHistoricRecord,SchemeFit,46,74,83,87,37,30,45,44,68,68,76,76,73,61,59,42,79,56,46,76,48,61,83,36,30,37,74,61,30,0,52,41,25,65,60,67,40,78,73,70,58,78,67,87,62,18,26,13,30,25,31,18,22,38,67,79,44,57,50,62,3247,True,0,0,0,0,0,0,0,0,0,0,195,102,0,0,6,0
147,Kenny,McDougald,QB,21,64,Normal,Draft,MentoratPosition,HighestOffer,CloseToHome,35,50,76,86,30,24,61,42,60,71,42,29,59,61,33,58,69,30,35,75,27,55,94,30,24,30,50,38,34,0,43,36,30,41,42,45,38,79,42,36,47,62,44,80,46,32,73,76,32,74,89,75,81,41,51,80,71,34,30,43,1615,True,0,0,0,0,0,0,0,0,0,0,196,243,0,0,70,0
442,Arthur,Calloway,WR,22,65,Normal,Draft,CloseToHome,SchemeFit,WarmWeatherState,41,77,90,89,46,41,31,30,76,55,70,77,65,66,62,40,81,46,41,72,25,80,80,80,41,46,77,68,29,0,32,38,28,42,43,61,27,90,73,73,46,59,46,91,75,33,23,37,38,42,14,22,17,29,45,82,27,39,48,42,3298,True,0,0,0,0,0,0,0,0,0,0,197,231,0,0,21,0
431,LaDarius,Fields,WR,21,66,Normal,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,HighestOffer,39,80,91,90,46,29,47,39,66,60,76,75,63,68,67,42,86,46,39,75,45,82,95,94,29,46,80,69,28,0,24,42,27,31,33,64,38,90,76,71,35,62,38,82,76,18,15,22,32,47,24,20,21,26,26,83,38,37,33,44,3287,True,0,0,0,0,0,0,0,0,0,0,198,153,0,0,25,0
234,Dell,Sweat,HB,23,61,Normal,Draft,MentoratPosition,TeamPrestige,BigMarket,34,72,85,90,47,43,24,40,78,57,52,58,73,67,49,41,83,41,34,71,31,77,93,89,43,47,72,52,31,0,28,30,28,28,35,58,35,89,47,48,26,62,76,98,76,31,26,20,36,37,30,26,14,26,55,78,44,25,36,50,2572,True,0,0,0,0,0,0,0,0,0,0,199,310,0,0,6,0
337,Dwight,Dalton,RT,21,63,Normal,Draft,HighestOffer,BigMarket,HeadCoachHistoricRecord,38,75,72,77,26,33,41,32,36,68,46,28,53,42,45,42,47,72,38,78,39,46,94,32,33,26,75,39,27,0,84,32,35,66,68,46,40,72,34,40,61,86,25,82,44,33,11,34,37,25,22,16,23,41,43,85,43,71,64,67,3193,True,0,0,0,0,0,0,0,0,0,0,200,269,0,0,15,0
145,Brent,DePofi,C,22,65,Normal,Draft,NoIncomeTax,WarmWeatherState,BigMarket,43,67,74,76,31,47,47,43,28,64,38,24,54,25,42,40,52,82,43,73,38,38,94,30,47,31,67,36,41,0,78,39,29,61,74,41,42,65,48,37,70,85,35,80,47,14,18,31,35,38,28,25,12,47,35,86,39,73,60,67,1579,True,0,0,0,0,0,0,0,0,0,0,201,227,0,0,19,0
348,Floyd,Ferrell,FS,23,62,Normal,Draft,TeamPrestige,MentoratPosition,ChampionshipContender,75,85,87,85,36,44,25,57,70,59,45,71,61,24,35,54,88,62,75,74,47,66,82,73,44,36,85,41,65,0,30,72,28,38,48,45,70,84,28,36,37,65,58,81,70,21,15,19,59,30,28,11,34,68,64,82,41,24,32,41,3204,True,0,0,0,0,0,0,0,0,0,0,202,289,0,0,26,0
382,Jamaal,Williams,TE,22,68,Normal,Draft,SchemeFit,NoIncomeTax,HighestOffer,36,75,82,83,44,47,26,35,60,67,78,81,67,68,56,43,68,62,36,76,44,63,92,38,47,44,75,63,38,0,56,38,32,52,61,62,27,80,73,65,65,72,64,88,60,29,36,35,31,24,37,17,15,25,75,79,33,62,60,60,3238,True,0,0,0,0,0,0,0,0,0,0,203,103,0,0,4,0
275,Kendrick,Wright,CB,23,64,Normal,Draft,SchemeFit,NoIncomeTax,TeamPrestige,66,85,86,91,38,24,46,58,58,64,46,56,58,25,24,52,81,40,66,71,29,70,94,73,24,38,85,31,64,0,46,71,46,38,27,49,71,88,42,48,38,60,43,94,67,24,28,21,60,29,16,34,28,65,40,85,34,29,38,26,2944,True,0,0,0,0,0,0,0,0,0,0,204,237,0,0,4,0
373,David,Ogletree,SS,22,63,Normal,Draft,TeamPrestige,MentoratPosition,CloseToHome,71,79,90,85,33,41,40,47,66,61,30,64,57,40,30,43,83,48,71,69,36,70,81,47,41,33,79,40,59,0,36,60,25,27,37,39,77,88,39,29,31,60,45,93,68,18,34,23,62,35,12,31,34,68,40,83,44,39,36,42,3229,True,0,0,0,0,0,0,0,0,0,0,205,285,0,0,49,0
306,Kyle,McGraw,LT,23,64,Normal,Draft,CloseToHome,BigMarket,TeamHasFranchiseQB,40,66,61,69,40,46,42,30,33,67,46,48,50,39,34,58,47,73,40,80,28,25,83,36,46,40,66,35,43,0,82,38,28,72,61,39,35,60,35,28,67,90,36,87,36,37,13,16,35,43,17,19,33,25,33,85,24,62,67,67,3162,True,0,0,0,0,0,0,0,0,0,0,206,236,0,0,4,0
179,Willie,Carmichael,DT,23,63,Normal,Draft,HighestOffer,CloseToHome,SchemeFit,72,74,69,80,42,29,26,56,39,65,42,47,52,36,48,42,58,70,72,73,66,35,97,36,29,42,74,27,31,0,47,43,63,32,37,49,81,65,30,35,30,87,43,74,35,22,17,35,77,36,27,17,29,39,26,78,31,30,40,43,1909,True,0,0,0,0,0,0,0,0,0,0,207,272,0,0,22,0
100,Tiquan,Bruce,CB,23,61,Normal,Draft,CloseToHome,SchemeFit,HighestOffer,54,75,87,91,42,25,32,61,58,54,29,67,63,26,36,44,83,44,54,69,25,68,82,71,25,42,75,46,58,0,45,60,47,35,35,42,73,90,38,43,46,51,31,79,60,27,31,18,59,32,14,14,20,61,45,82,44,30,41,35,1071,True,0,0,0,0,0,0,0,0,0,0,208,333,0,0,5,0
384,Craig,Presley,TE,22,69,Normal,Draft,TeamPrestige,HeadCoachHistoricRecord,NoIncomeTax,43,77,81,86,33,34,25,38,66,68,76,80,66,66,59,43,78,68,43,77,39,64,87,33,34,33,77,63,30,0,49,48,41,58,52,63,26,79,76,70,64,74,68,97,56,28,11,16,44,43,12,27,31,32,64,78,24,60,50,63,3240,True,0,0,0,0,0,0,0,0,0,0,209,93,0,0,8,0
175,Josh,Vinson,HB,22,67,Normal,Draft,HeadCoachHistoricRecord,NoIncomeTax,WarmWeatherState,40,70,86,91,24,39,31,38,80,64,55,63,82,74,38,59,73,45,40,71,40,82,92,63,39,24,70,48,34,0,37,35,39,36,29,42,34,90,45,53,47,78,84,80,77,22,13,20,27,29,30,25,16,38,83,83,35,27,27,53,1888,True,0,0,0,0,0,0,0,0,0,0,210,122,0,0,15,0
350,Emmett,Hutton,FS,23,66,Normal,Draft,CloseToHome,WarmWeatherState,TeamHasFranchiseQB,68,77,88,89,41,38,41,43,64,63,45,61,58,43,24,54,79,57,68,70,37,58,93,60,38,41,77,46,62,0,29,64,47,41,44,39,72,85,34,33,34,57,34,98,70,14,15,12,69,48,10,10,10,73,39,79,47,31,25,42,3206,True,0,0,0,0,0,0,0,0,0,0,211,152,0,0,40,0
115,Jerry,Reynolds,QB,23,66,Normal,Draft,NoIncomeTax,MentoratPosition,ChampionshipContender,38,76,84,89,36,47,76,45,82,61,32,27,60,60,33,54,79,43,38,73,40,76,82,32,47,36,76,27,36,0,39,43,40,27,43,40,33,85,30,24,44,48,38,98,68,32,72,67,48,68,93,78,79,48,37,78,76,29,37,38,1249,True,0,0,0,0,0,0,0,0,0,0,212,168,0,0,51,0
189,Chris,Manning,MLB,23,67,Normal,Draft,HighestOffer,HeadCoachHistoricRecord,MentoratPosition,82,71,82,84,32,32,45,72,35,65,37,48,57,24,28,46,66,75,82,75,58,31,79,43,32,32,71,34,55,0,37,43,56,43,43,49,82,83,46,38,37,75,35,89,25,25,22,33,79,35,31,10,36,58,39,84,48,38,30,40,2006,True,0,0,0,0,0,0,0,0,0,0,213,121,0,0,12,0
261,Derrick,Hardin,CB,22,66,Normal,Draft,NoIncomeTax,HeadCoachHistoricRecord,TeamHasFranchiseQB,60,78,84,93,24,38,28,49,66,62,24,58,58,39,44,53,86,49,60,70,48,68,92,77,38,24,78,32,60,0,28,67,33,37,37,50,70,91,35,44,29,50,48,94,64,28,11,30,64,29,12,26,26,69,48,80,48,46,43,29,2839,True,0,0,0,0,0,0,0,0,0,0,214,159,0,0,17,0
327,James,Rowe,RT,21,65,Normal,Draft,WarmWeatherState,HeadCoachHistoricRecord,SchemeFit,45,65,61,74,38,25,44,41,35,69,24,44,55,29,48,42,50,83,45,80,29,26,87,34,25,38,65,47,31,0,79,35,39,73,66,41,40,59,30,43,66,84,33,85,46,12,17,11,26,27,23,21,33,39,35,84,42,65,71,64,3183,True,0,0,0,0,0,0,0,0,0,0,215,228,0,0,29,0
10,Devon,Holloway,MLB,22,67,Normal,Draft,ChampionshipContender,CloseToHome,HeadCoachHistoricRecord,85,76,86,90,40,33,45,66,39,73,44,59,56,38,48,40,73,69,85,71,52,40,92,43,33,40,76,37,57,0,39,30,53,42,38,48,76,84,33,39,38,68,41,89,43,28,13,29,79,40,16,23,26,67,36,86,39,46,26,32,96,True,0,0,0,0,0,0,0,0,0,0,216,120,0,0,19,0
18,Marquel,Stokes,HB,22,67,Normal,Draft,WarmWeatherState,ChampionshipContender,NoIncomeTax,35,77,90,90,41,42,36,31,72,66,69,75,73,70,55,50,87,24,35,70,42,79,88,82,42,41,77,56,26,0,37,42,45,31,36,73,31,90,71,67,30,62,62,93,79,28,33,30,42,24,30,26,26,30,67,86,44,26,47,49,185,True,0,0,0,0,0,0,0,0,0,0,217,119,0,0,12,0
270,Matt,Rone,CB,22,64,Normal,Draft,BigMarket,CloseToHome,ChampionshipContender,53,81,86,88,45,29,45,50,48,62,33,57,65,39,40,47,87,54,53,73,47,71,83,73,29,45,81,30,62,0,42,64,27,35,26,40,67,91,39,40,48,54,42,97,63,14,12,19,66,40,31,18,27,62,26,79,40,30,37,35,2885,True,0,0,0,0,0,0,0,0,0,0,218,256,0,0,28,0
443,Eddie,Brown,WR,22,64,Normal,Draft,CloseToHome,WarmWeatherState,TeamHasFranchiseQB,40,85,88,87,29,29,31,34,59,62,80,74,71,73,61,49,83,58,40,74,30,77,94,66,29,29,85,68,28,0,25,42,41,42,33,65,26,86,86,69,59,68,60,81,73,10,31,37,38,33,38,22,22,30,58,80,31,27,32,56,3299,True,0,0,0,0,0,0,0,0,0,0,219,257,0,0,7,0
197,Frank,Fields,LG,22,64,Normal,Draft,TeamHasFranchiseQB,ChampionshipContender,CloseToHome,29,56,63,76,32,36,47,42,44,65,31,29,52,38,35,55,48,83,29,75,32,31,86,45,36,32,56,33,36,0,69,32,28,67,63,45,27,61,28,47,65,83,40,93,36,34,15,33,39,44,10,24,22,29,46,86,41,69,76,75,2114,True,0,0,0,0,0,0,0,0,0,0,220,258,0,0,4,0
214,Lance,Duckworth,LG,22,64,Normal,Draft,SchemeFit,TeamHasFranchiseQB,MentoratPosition,40,61,64,76,42,35,25,34,26,67,29,36,50,29,44,44,52,80,40,76,30,28,82,35,35,42,61,37,26,0,70,44,38,61,65,47,31,62,42,25,62,86,46,85,34,32,16,11,43,25,38,24,23,41,46,86,24,73,70,77,2281,True,0,0,0,0,0,0,0,0,0,0,221,259,0,0,23,0
190,Jamie,Saunders,QB,22,63,Normal,Draft,BigMarket,ChampionshipContender,WarmWeatherState,29,50,75,80,42,41,56,45,58,71,47,33,50,61,38,48,73,28,29,71,43,47,98,39,41,42,50,30,33,0,31,41,30,39,40,45,36,77,43,30,29,54,41,91,44,27,76,71,26,74,88,75,80,46,62,84,72,46,38,26,2013,True,0,0,0,0,0,0,0,0,0,0,222,286,0,0,73,0
308,Quintin,Greer,LT,23,63,Normal,Draft,HighestOffer,SchemeFit,ChampionshipContender,31,67,73,77,42,27,40,39,40,64,26,28,54,45,48,48,49,83,31,78,24,32,79,44,27,42,67,35,39,0,83,34,46,63,73,43,31,67,44,46,70,83,25,80,47,27,10,16,25,38,24,13,14,44,35,81,48,67,61,64,3164,True,0,0,0,0,0,0,0,0,0,0,223,284,0,0,14,0
424,Jamison,Hargrove,WR,22,66,Normal,Draft,MentoratPosition,HeadCoachHistoricRecord,CloseToHome,38,90,86,87,43,34,25,45,50,57,80,78,63,77,61,43,76,61,38,75,43,77,93,63,34,43,90,63,44,0,47,26,33,35,27,70,32,90,81,75,56,65,68,83,72,30,11,37,29,32,31,22,34,28,62,82,44,30,25,26,3280,True,0,0,0,0,0,0,0,0,0,0,224,171,0,0,24,0
192,Kevin,Hilton,DT,22,64,Normal,Draft,BigMarket,HeadCoachHistoricRecord,SchemeFit,71,69,66,79,33,25,36,66,31,59,47,25,55,25,30,58,59,68,71,75,75,48,98,27,25,33,69,48,31,0,29,40,63,39,28,38,79,71,38,38,33,86,41,82,27,35,37,27,74,39,13,24,26,36,47,82,24,27,38,29,2019,True,0,0,0,0,0,0,0,0,0,0,225,232,0,0,15,0
140,Stefan,Tripp,HB,22,64,Normal,Draft,SchemeFit,TeamPrestige,TeamHasFranchiseQB,33,78,87,89,47,40,39,30,75,60,67,72,72,75,39,52,85,48,33,68,31,83,81,88,40,47,78,57,44,0,48,32,24,42,48,64,27,91,72,67,34,67,70,84,77,29,10,20,30,28,27,18,37,34,69,83,27,38,30,46,1538,True,0,0,0,0,0,0,0,0,0,0,226,235,0,0,25,0
239,Paul,Hess,CB,21,63,Star,Draft,TeamPrestige,HighestOffer,WarmWeatherState,50,76,86,91,43,27,38,60,59,63,38,56,67,45,26,55,85,45,50,70,33,70,81,70,27,43,76,28,61,0,33,62,31,47,25,43,70,87,44,40,43,56,42,89,72,27,20,20,60,25,27,20,18,60,39,80,45,35,35,38,2607,True,0,0,0,0,0,0,0,0,0,0,227,271,0,0,8,0
177,Carson,Clark,MLB,22,66,Normal,Draft,TeamPrestige,WarmWeatherState,TeamHasFranchiseQB,78,74,81,90,40,38,43,64,40,72,24,61,54,37,45,57,71,68,78,73,52,46,79,24,38,40,74,44,59,0,48,31,60,34,39,50,75,85,45,36,33,70,32,84,37,29,32,10,76,44,34,30,31,68,43,83,34,41,25,31,1900,True,0,0,0,0,0,0,0,0,0,0,228,161,0,0,29,0
325,Mike,McCloud,RT,22,61,Normal,Draft,BigMarket,TeamHasFranchiseQB,NoIncomeTax,38,62,60,69,38,37,48,36,48,66,32,27,50,33,38,56,34,73,38,76,44,45,92,31,37,38,62,31,40,0,78,29,34,63,61,40,35,67,48,43,57,72,40,80,35,26,37,20,39,36,11,19,33,37,26,80,29,72,72,74,3181,True,0,0,0,0,0,0,0,0,0,0,229,320,0,0,18,0
358,Javier,Wint,FS,23,67,Normal,Draft,BigMarket,TeamHasFranchiseQB,WarmWeatherState,80,80,87,89,44,41,29,56,67,64,40,67,63,36,36,55,85,61,80,71,39,67,91,74,41,44,80,46,66,0,44,73,43,34,29,48,73,90,25,26,30,61,35,92,59,29,35,22,66,24,23,35,19,65,65,86,42,30,43,42,3214,True,0,0,0,0,0,0,0,0,0,0,230,141,0,0,7,0
232,Nicholas,Crisp,CB,23,66,Normal,Draft,MentoratPosition,SchemeFit,BigMarket,48,84,86,93,41,30,45,52,65,59,25,61,62,27,39,47,83,53,48,70,37,70,83,74,30,41,84,46,64,0,29,72,25,33,33,39,66,89,25,37,34,49,25,91,76,17,13,22,66,37,37,22,15,66,25,82,47,45,44,47,2551,True,0,0,0,0,0,0,0,0,0,0,231,164,0,0,2,0
120,Anthony,Clark,QB,23,64,Normal,Draft,NoIncomeTax,CloseToHome,SchemeFit,45,75,84,86,30,46,73,33,81,65,30,47,63,65,44,54,74,27,45,72,40,74,92,31,46,30,75,30,37,0,33,46,43,37,24,43,45,84,43,26,45,50,47,91,72,12,75,70,25,68,88,81,78,39,37,82,72,43,38,36,1284,True,0,0,0,0,0,0,0,0,0,0,232,261,0,0,71,0
135,Eric,Barrington,C,22,62,Normal,Draft,CloseToHome,TeamHasFranchiseQB,NoIncomeTax,36,64,66,79,47,33,35,30,45,70,46,36,55,27,27,59,54,71,36,74,33,29,96,45,33,47,64,32,42,0,76,24,34,64,64,49,46,65,41,35,69,84,27,88,37,21,21,30,28,36,27,10,31,44,34,82,30,68,74,79,1465,True,0,0,0,0,0,0,0,0,0,0,233,307,0,0,1,0
30,Kenny,Warner,C,23,63,Star,Draft,CloseToHome,NoIncomeTax,HighestOffer,42,67,62,82,30,31,28,40,43,69,27,44,53,42,24,42,55,70,42,75,40,34,95,41,31,30,67,42,37,0,74,28,32,65,62,48,34,68,41,41,63,84,37,96,30,19,32,37,27,40,15,33,31,30,45,79,40,72,72,77,311,True,0,0,0,0,0,0,0,0,0,0,234,265,0,0,15,0
302,Keary,Dillon,LT,23,63,Normal,Draft,TeamPrestige,MentoratPosition,BigMarket,42,68,70,82,43,36,47,45,29,69,31,32,55,27,40,59,45,72,42,77,41,46,84,34,36,43,68,42,45,0,77,26,36,64,69,43,46,76,38,32,72,85,26,88,38,31,14,21,32,37,22,34,25,28,40,85,34,66,60,66,3157,True,0,0,0,0,0,0,0,0,0,0,235,275,0,0,9,0
60,Ramon,Roth,QB,22,67,Normal,Draft,WarmWeatherState,NoIncomeTax,CloseToHome,31,52,80,85,42,33,60,45,55,72,29,45,58,51,40,59,72,32,31,72,25,44,96,35,33,42,52,27,26,0,24,24,36,33,36,45,25,75,34,27,38,56,41,82,52,13,76,76,26,69,91,79,83,24,58,86,72,25,31,48,642,True,0,0,0,0,0,0,0,0,0,0,236,116,0,0,49,0
367,B.J.,Childers,SS,22,67,Normal,Draft,CloseToHome,ChampionshipContender,HeadCoachHistoricRecord,74,83,85,88,42,26,39,56,70,62,36,60,65,43,38,47,82,56,74,73,31,62,91,71,26,42,83,40,72,0,26,70,34,42,26,47,76,91,33,35,28,63,35,92,58,11,18,33,60,25,33,36,29,68,55,85,33,30,43,40,3223,True,0,0,0,0,0,0,0,0,0,0,237,139,0,0,19,0
136,Dalton,Spear,LG,23,66,Star,Draft,ChampionshipContender,BigMarket,TeamHasFranchiseQB,48,61,59,74,33,35,43,40,32,67,43,36,59,48,44,49,51,82,48,77,37,48,85,26,35,33,61,38,41,0,84,33,35,73,67,40,32,66,24,40,70,90,44,83,37,18,26,22,38,43,21,32,28,30,37,82,35,63,65,70,1489,True,0,0,0,0,0,0,0,0,0,0,238,154,0,0,24,0
37,Jack,Krause,QB,23,64,Normal,Draft,MentoratPosition,HighestOffer,BigMarket,48,71,84,84,26,24,75,31,61,66,33,35,60,53,26,50,74,43,48,74,25,73,90,35,24,26,71,31,36,0,31,48,31,42,45,46,48,74,25,42,29,58,42,85,57,24,71,75,40,79,86,88,72,31,48,81,75,41,30,36,356,True,0,0,0,0,0,0,0,0,0,0,239,262,0,0,47,0
48,Keith,Driver,DT,21,65,Normal,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,NoIncomeTax,64,75,69,83,45,25,45,67,42,65,45,26,52,28,26,42,59,64,64,76,71,41,81,48,25,45,75,34,34,0,35,44,58,42,32,41,81,73,31,41,47,81,25,92,48,37,29,33,77,39,20,25,17,32,33,81,33,33,37,25,458,True,0,0,0,0,0,0,0,0,0,0,240,214,0,0,16,0
54,B.J.,Sherman,CB,23,62,Normal,Draft,WarmWeatherState,NoIncomeTax,HighestOffer,50,81,79,90,33,29,42,57,64,58,41,59,69,33,46,54,85,41,50,73,28,72,83,75,29,33,81,28,64,0,34,71,45,24,48,49,68,87,35,41,27,47,44,78,70,27,30,17,50,24,15,28,11,53,35,81,40,36,48,42,546,True,0,0,0,0,0,0,0,0,0,0,241,290,0,0,7,0
411,Elijah,Favors,WR,23,65,Star,Draft,TeamHasFranchiseQB,HighestOffer,SchemeFit,34,91,84,88,45,37,34,34,51,55,77,76,63,75,63,51,82,58,34,75,28,80,91,72,37,45,91,62,39,0,47,33,27,36,32,72,38,88,85,71,56,64,63,79,79,22,12,32,43,43,38,17,21,47,56,83,43,48,30,40,3267,True,0,0,0,0,0,0,0,0,0,0,242,197,0,0,15,0
321,Lane,Stephenson,RT,24,62,Normal,Draft,NoIncomeTax,BigMarket,WarmWeatherState,34,75,74,76,24,30,46,45,30,66,38,25,55,30,40,51,48,76,34,76,32,48,91,37,30,24,75,26,30,0,83,31,40,64,68,42,24,71,38,32,65,86,29,87,31,23,30,36,42,41,33,19,21,34,48,83,34,67,63,67,3177,True,0,0,0,0,0,0,0,0,0,0,243,301,0,0,6,0
164,Cameron,Banfield,ROLB,21,57,Normal,Draft,WarmWeatherState,BigMarket,HeadCoachHistoricRecord,73,74,74,86,43,24,43,63,26,61,34,42,52,32,33,42,63,58,73,77,63,30,98,38,24,43,74,25,48,0,47,41,54,34,32,38,62,82,31,26,46,67,26,90,48,29,26,18,72,33,28,37,14,47,42,83,26,47,46,36,1811,True,0,0,0,0,0,0,0,0,0,0,244,430,0,0,29,0
42,Paul,Gardner,DT,22,58,Normal,Draft,SchemeFit,TeamPrestige,TeamHasFranchiseQB,73,64,68,77,35,28,47,64,28,60,39,30,50,29,30,57,58,67,73,75,49,39,89,43,28,35,64,34,45,0,29,28,65,42,24,50,70,66,43,41,32,81,34,80,29,33,19,25,75,38,37,35,30,18,28,85,44,34,29,39,421,True,0,0,0,0,0,0,0,0,0,0,245,399,0,0,42,0
